,carat,cut,cut_ord,color,clarity,clarity_ord,Price,RECAP Price,,,,
2056,1.03,Ideal,5,G,SI1,3,"5,548.89",5548.89,,,,
2321,1.03,Ideal,5,D,VVS2,6,"6,910.89",6910.89,,,,
2371,1.03,Ideal,5,D,SI1,3,"5,548.89",5548.89,,,,
2429,1.03,Ideal,5,F,SI2,2,"5,094.89",5094.89,,,,
2583,1.03,Ideal,5,F,SI2,2,"5,094.89",5094.89,,,,
2636,1.03,Ideal,5,H,VVS2,6,"6,910.89",6910.89,,,,
2786,1.03,Ideal,5,F,VS2,5,"6,456.89",6456.89,,,,
63,1.03,Premium,4,G,VS1,4,"5,844.79",5844.79,,,,
119,1.03,Premium,4,E,VS2,5,"6,298.79",6298.79,,,,
713,1.03,Premium,4,H,SI1,3,"5,390.79",5390.79,,,,
1248,1.03,Premium,4,E,SI2,2,"4,936.79",4936.79,,,,
1255,1.03,Premium,4,H,VS2,5,"6,298.79",6298.79,,,,
2222,1.03,Premium,4,H,SI2,2,"4,936.79",4936.79,,,,
2419,1.03,Premium,4,H,I1,1,"4,482.79",4482.79,,,,
1147,1.03,Very Good,3,F,SI2,2,"4,778.69",4778.69,,,,
1482,1.03,Very Good,3,D,SI2,2,"4,778.69",4778.69,,,,
2542,1.03,Very Good,3,G,VS1,4,"5,686.69",5686.69,,,,
2631,1.03,Very Good,3,G,SI1,3,"5,232.69",5232.69,,,,
2681,1.03,Very Good,3,J,SI2,2,"4,778.69",4778.69,,,,
385,1.03,Good,2,E,SI2,2,"4,620.59",4620.59,,,,
2508,1.03,Fair,1,D,SI1,3,"4,916.49",4916.49,,,,
454,1.02,Ideal,5,I,SI1,3,"5,464.76",5464.76,,,,
466,1.02,Ideal,5,G,VS2,5,"6,372.76",6372.76,,,,
564,1.02,Ideal,5,I,VS2,5,"6,372.76",6372.76,,,,
632,1.02,Ideal,5,G,SI2,2,"5,010.76",5010.76,,,,
884,1.02,Ideal,5,E,VVS1,7,"7,280.76",7280.76,,,,
891,1.02,Ideal,5,E,SI1,3,"5,464.76",5464.76,,,,
1199,1.02,Ideal,5,G,SI1,3,"5,464.76",5464.76,,,,
1433,1.02,Ideal,5,G,VS1,4,"5,918.76",5918.76,,,,
1919,1.02,Ideal,5,J,SI2,2,"5,010.76",5010.76,,,,
2230,1.02,Ideal,5,H,SI1,3,"5,464.76",5464.76,,,,
2257,1.02,Ideal,5,E,SI1,3,"5,464.76",5464.76,,,,
2296,1.02,Ideal,5,E,SI1,3,"5,464.76",5464.76,,,,
2576,1.02,Ideal,5,D,VS1,4,"5,918.76",5918.76,,,,
2654,1.02,Ideal,5,E,SI1,3,"5,464.76",5464.76,,,,
2847,1.02,Ideal,5,I,I1,1,"4,556.76",4556.76,,,,
2966,1.02,Ideal,5,G,SI2,2,"5,010.76",5010.76,,,,
294,1.02,Premium,4,F,SI2,2,"4,852.66",4852.66,,,,
353,1.02,Premium,4,G,VS2,5,"6,214.66",6214.66,,,,
435,1.02,Premium,4,E,SI1,3,"5,306.66",5306.66,,,,
586,1.02,Premium,4,G,SI2,2,"4,852.66",4852.66,,,,
643,1.02,Premium,4,G,SI1,3,"5,306.66",5306.66,,,,
1032,1.02,Premium,4,H,SI1,3,"5,306.66",5306.66,,,,
1682,1.02,Premium,4,H,VS2,5,"6,214.66",6214.66,,,,
1775,1.02,Premium,4,F,VS1,4,"5,760.66",5760.66,,,,
1911,1.02,Premium,4,I,SI2,2,"4,852.66",4852.66,,,,
1984,1.02,Premium,4,D,SI2,2,"4,852.66",4852.66,,,,
2235,1.02,Premium,4,E,VS2,5,"6,214.66",6214.66,,,,
2318,1.02,Premium,4,F,VS1,4,"5,760.66",5760.66,,,,
2335,1.02,Premium,4,H,SI1,3,"5,306.66",5306.66,,,,
2364,1.02,Premium,4,F,VS2,5,"6,214.66",6214.66,,,,
2399,1.02,Premium,4,G,VVS1,7,"7,122.66",7122.66,,,,
2404,1.02,Premium,4,J,SI1,3,"5,306.66",5306.66,,,,
2637,1.02,Premium,4,D,VS2,5,"6,214.66",6214.66,,,,
2753,1.02,Premium,4,F,VS2,5,"6,214.66",6214.66,,,,
2934,1.02,Premium,4,G,VS2,5,"6,214.66",6214.66,,,,
399,1.02,Very Good,3,E,VS1,4,"5,602.56",5602.56,,,,
872,1.02,Very Good,3,F,SI1,3,"5,148.56",5148.56,,,,
1542,1.02,Very Good,3,E,SI1,3,"5,148.56",5148.56,,,,
1751,1.02,Very Good,3,E,VS1,4,"5,602.56",5602.56,,,,
1925,1.02,Very Good,3,G,VS2,5,"6,056.56",6056.56,,,,
1958,1.02,Very Good,3,F,SI1,3,"5,148.56",5148.56,,,,
2269,1.02,Very Good,3,F,VS1,4,"5,602.56",5602.56,,,,
2434,1.02,Very Good,3,F,VVS2,6,"6,510.56",6510.56,,,,
2601,1.02,Very Good,3,E,SI2,2,"4,694.56",4694.56,,,,
2713,1.02,Very Good,3,G,VS2,5,"6,056.56",6056.56,,,,
16,1.02,Good,2,H,SI2,2,"4,536.46",4536.46,,,,
1380,1.02,Good,2,E,SI2,2,"4,536.46",4536.46,,,,
1515,1.02,Good,2,D,VS1,4,"5,444.46",5444.46,,,,
2510,1.02,Good,2,H,SI2,2,"4,536.46",4536.46,,,,
1283,1.02,Fair,1,I,SI2,2,"4,378.36",4378.36,,,,
1772,1.02,Fair,1,G,SI1,3,"4,832.36",4832.36,,,,
4,1.01,Ideal,5,D,SI2,2,"4,926.63",4926.63,,,,
32,1.01,Ideal,5,F,SI2,2,"4,926.63",4926.63,,,,
217,1.01,Ideal,5,D,SI1,3,"5,380.63",5380.63,,,,
390,1.01,Ideal,5,F,SI2,2,"4,926.63",4926.63,,,,
411,1.01,Ideal,5,G,VS2,5,"6,288.63",6288.63,,,,
580,1.01,Ideal,5,D,VVS2,6,"6,742.63",6742.63,,,,
639,1.01,Ideal,5,H,SI1,3,"5,380.63",5380.63,,,,
737,1.01,Ideal,5,G,VS2,5,"6,288.63",6288.63,,,,
752,1.01,Ideal,5,F,VS2,5,"6,288.63",6288.63,,,,
905,1.01,Ideal,5,D,VS2,5,"6,288.63",6288.63,,,,
1037,1.01,Ideal,5,E,VS2,5,"6,288.63",6288.63,,,,
1109,1.01,Ideal,5,F,VS1,4,"5,834.63",5834.63,,,,
1158,1.01,Ideal,5,E,SI1,3,"5,380.63",5380.63,,,,
1299,1.01,Ideal,5,G,VS2,5,"6,288.63",6288.63,,,,
1345,1.01,Ideal,5,J,SI1,3,"5,380.63",5380.63,,,,
1372,1.01,Ideal,5,H,SI1,3,"5,380.63",5380.63,,,,
1381,1.01,Ideal,5,F,SI1,3,"5,380.63",5380.63,,,,
1400,1.01,Ideal,5,D,SI2,2,"4,926.63",4926.63,,,,
1416,1.01,Ideal,5,G,VVS2,6,"6,742.63",6742.63,,,,
1432,1.01,Ideal,5,D,VS2,5,"6,288.63",6288.63,,,,
1549,1.01,Ideal,5,D,VVS2,6,"6,742.63",6742.63,,,,
1797,1.01,Ideal,5,E,SI2,2,"4,926.63",4926.63,,,,
2164,1.01,Ideal,5,H,SI1,3,"5,380.63",5380.63,,,,
2314,1.01,Ideal,5,E,VS2,5,"6,288.63",6288.63,,,,
2412,1.01,Ideal,5,E,VS1,4,"5,834.63",5834.63,,,,
2605,1.01,Ideal,5,H,SI1,3,"5,380.63",5380.63,,,,
2658,1.01,Ideal,5,G,VS2,5,"6,288.63",6288.63,,,,
7,1.01,Premium,4,F,SI1,3,"5,222.53",5222.53,,,,
64,1.01,Premium,4,H,SI2,2,"4,768.53",4768.53,,,,
153,1.01,Premium,4,H,SI2,2,"4,768.53",4768.53,,,,
223,1.01,Premium,4,G,SI2,2,"4,768.53",4768.53,,,,
287,1.01,Premium,4,E,VS2,5,"6,130.53",6130.53,,,,
739,1.01,Premium,4,H,SI1,3,"5,222.53",5222.53,,,,
949,1.01,Premium,4,E,SI2,2,"4,768.53",4768.53,,,,
1033,1.01,Premium,4,G,VS2,5,"6,130.53",6130.53,,,,
1238,1.01,Premium,4,D,SI1,3,"5,222.53",5222.53,,,,
1325,1.01,Premium,4,F,VS2,5,"6,130.53",6130.53,,,,
1393,1.01,Premium,4,H,VS2,5,"6,130.53",6130.53,,,,
1434,1.01,Premium,4,E,SI1,3,"5,222.53",5222.53,,,,
1520,1.01,Premium,4,E,VS1,4,"5,676.53",5676.53,,,,
1666,1.01,Premium,4,G,VS2,5,"6,130.53",6130.53,,,,
1673,1.01,Premium,4,E,SI2,2,"4,768.53",4768.53,,,,
1713,1.01,Premium,4,H,VS2,5,"6,130.53",6130.53,,,,
1794,1.01,Premium,4,F,SI2,2,"4,768.53",4768.53,,,,
1834,1.01,Premium,4,G,SI1,3,"5,222.53",5222.53,,,,
1859,1.01,Premium,4,F,VS2,5,"6,130.53",6130.53,,,,
1908,1.01,Premium,4,E,SI1,3,"5,222.53",5222.53,,,,
2042,1.01,Premium,4,G,VS2,5,"6,130.53",6130.53,,,,
2260,1.01,Premium,4,F,SI2,2,"4,768.53",4768.53,,,,
2293,1.01,Premium,4,F,SI1,3,"5,222.53",5222.53,,,,
2298,1.01,Premium,4,G,SI2,2,"4,768.53",4768.53,,,,
2319,1.01,Premium,4,F,SI1,3,"5,222.53",5222.53,,,,
2460,1.01,Premium,4,D,SI1,3,"5,222.53",5222.53,,,,
2762,1.01,Premium,4,E,SI2,2,"4,768.53",4768.53,,,,
2985,1.01,Premium,4,D,SI1,3,"5,222.53",5222.53,,,,
100,1.01,Very Good,3,E,VS1,4,"5,518.43",5518.43,,,,
138,1.01,Very Good,3,F,SI2,2,"4,610.43",4610.43,,,,
148,1.01,Very Good,3,H,VS2,5,"5,972.43",5972.43,,,,
156,1.01,Very Good,3,F,VS2,5,"5,972.43",5972.43,,,,
246,1.01,Very Good,3,H,VS1,4,"5,518.43",5518.43,,,,
322,1.01,Very Good,3,E,SI2,2,"4,610.43",4610.43,,,,
349,1.01,Very Good,3,F,VVS1,7,"6,880.43",6880.43,,,,
369,1.01,Very Good,3,H,SI1,3,"5,064.43",5064.43,,,,
405,1.01,Very Good,3,F,VS1,4,"5,518.43",5518.43,,,,
458,1.01,Very Good,3,G,VS2,5,"5,972.43",5972.43,,,,
495,1.01,Very Good,3,F,VS2,5,"5,972.43",5972.43,,,,
504,1.01,Very Good,3,E,SI2,2,"4,610.43",4610.43,,,,
672,1.01,Very Good,3,G,VS2,5,"5,972.43",5972.43,,,,
828,1.01,Very Good,3,J,SI1,3,"5,064.43",5064.43,,,,
936,1.01,Very Good,3,F,SI2,2,"4,610.43",4610.43,,,,
938,1.01,Very Good,3,I,SI1,3,"5,064.43",5064.43,,,,
979,1.01,Very Good,3,G,SI1,3,"5,064.43",5064.43,,,,
994,1.01,Very Good,3,G,VS2,5,"5,972.43",5972.43,,,,
1082,1.01,Very Good,3,G,SI1,3,"5,064.43",5064.43,,,,
1086,1.01,Very Good,3,F,SI2,2,"4,610.43",4610.43,,,,
1135,1.01,Very Good,3,E,VS2,5,"5,972.43",5972.43,,,,
1241,1.01,Very Good,3,D,SI2,2,"4,610.43",4610.43,,,,
1251,1.01,Very Good,3,G,VS1,4,"5,518.43",5518.43,,,,
1364,1.01,Very Good,3,E,SI1,3,"5,064.43",5064.43,,,,
1365,1.01,Very Good,3,E,SI1,3,"5,064.43",5064.43,,,,
1454,1.01,Very Good,3,G,SI1,3,"5,064.43",5064.43,,,,
1498,1.01,Very Good,3,H,VVS2,6,"6,426.43",6426.43,,,,
1556,1.01,Very Good,3,G,VS2,5,"5,972.43",5972.43,,,,
1571,1.01,Very Good,3,D,VS2,5,"5,972.43",5972.43,,,,
1611,1.01,Very Good,3,F,SI1,3,"5,064.43",5064.43,,,,
1815,1.01,Very Good,3,F,VS2,5,"5,972.43",5972.43,,,,
1880,1.01,Very Good,3,H,SI1,3,"5,064.43",5064.43,,,,
1885,1.01,Very Good,3,G,VS2,5,"5,972.43",5972.43,,,,
2032,1.01,Very Good,3,G,VS1,4,"5,518.43",5518.43,,,,
2333,1.01,Very Good,3,E,VS2,5,"5,972.43",5972.43,,,,
2396,1.01,Very Good,3,I,VS1,4,"5,518.43",5518.43,,,,
2409,1.01,Very Good,3,D,SI2,2,"4,610.43",4610.43,,,,
2504,1.01,Very Good,3,G,SI1,3,"5,064.43",5064.43,,,,
2522,1.01,Very Good,3,G,VS1,4,"5,518.43",5518.43,,,,
2529,1.01,Very Good,3,H,VS1,4,"5,518.43",5518.43,,,,
2784,1.01,Very Good,3,G,SI1,3,"5,064.43",5064.43,,,,
2817,1.01,Very Good,3,E,VS2,5,"5,972.43",5972.43,,,,
2854,1.01,Very Good,3,F,VS2,5,"5,972.43",5972.43,,,,
2857,1.01,Very Good,3,E,VS2,5,"5,972.43",5972.43,,,,
2868,1.01,Very Good,3,H,VS2,5,"5,972.43",5972.43,,,,
2986,1.01,Very Good,3,I,VS2,5,"5,972.43",5972.43,,,,
3000,1.01,Very Good,3,F,SI1,3,"5,064.43",5064.43,,,,
2,1.01,Good,2,G,VS2,5,"5,814.33",5814.33,,,,
9,1.01,Good,2,E,SI1,3,"4,906.33",4906.33,,,,
15,1.01,Good,2,F,VS2,5,"5,814.33",5814.33,,,,
266,1.01,Good,2,H,SI2,2,"4,452.33",4452.33,,,,
759,1.01,Good,2,I,SI1,3,"4,906.33",4906.33,,,,
988,1.01,Good,2,F,VS2,5,"5,814.33",5814.33,,,,
1098,1.01,Good,2,F,VS2,5,"5,814.33",5814.33,,,,
1269,1.01,Good,2,F,SI2,2,"4,452.33",4452.33,,,,
1541,1.01,Good,2,E,SI1,3,"4,906.33",4906.33,,,,
1742,1.01,Good,2,E,SI2,2,"4,452.33",4452.33,,,,
2083,1.01,Good,2,E,VS2,5,"5,814.33",5814.33,,,,
2144,1.01,Good,2,I,SI2,2,"4,452.33",4452.33,,,,
2391,1.01,Good,2,E,SI2,2,"4,452.33",4452.33,,,,
2584,1.01,Good,2,D,SI1,3,"4,906.33",4906.33,,,,
2592,1.01,Good,2,I,VS2,5,"5,814.33",5814.33,,,,
2779,1.01,Good,2,F,SI1,3,"4,906.33",4906.33,,,,
2860,1.01,Good,2,E,SI1,3,"4,906.33",4906.33,,,,
2957,1.01,Good,2,E,VS2,5,"5,814.33",5814.33,,,,
428,1.01,Fair,1,F,SI1,3,"4,748.23",4748.23,,,,
947,1.01,Fair,1,G,VS1,4,"5,202.23",5202.23,,,,
1987,1.01,Fair,1,E,SI2,2,"4,294.23",4294.23,,,,
2045,1.01,Fair,1,G,SI1,3,"4,748.23",4748.23,,,,
2375,1.01,Fair,1,E,SI1,3,"4,748.23",4748.23,,,,
2590,1.01,Fair,1,D,SI2,2,"4,294.23",4294.23,,,,
112,1,Ideal,5,E,SI1,3,"5,296.50",5296.5,,,,
195,1,Ideal,5,H,SI1,3,"5,296.50",5296.5,,,,
317,1,Ideal,5,J,VS1,4,"5,750.50",5750.5,,,,
513,1,Ideal,5,D,SI1,3,"5,296.50",5296.5,,,,
544,1,Ideal,5,H,I1,1,"4,388.50",4388.5,,,,
553,1,Ideal,5,G,SI1,3,"5,296.50",5296.5,,,,
554,1,Ideal,5,E,SI1,3,"5,296.50",5296.5,,,,
589,1,Ideal,5,I,VS2,5,"6,204.50",6204.5,,,,
1040,1,Ideal,5,H,SI2,2,"4,842.50",4842.5,,,,
1576,1,Ideal,5,H,SI2,2,"4,842.50",4842.5,,,,
1650,1,Ideal,5,G,VVS2,6,"6,658.50",6658.5,,,,
1665,1,Ideal,5,G,VVS2,6,"6,658.50",6658.5,,,,
1758,1,Ideal,5,D,SI1,3,"5,296.50",5296.5,,,,
2162,1,Ideal,5,D,SI1,3,"5,296.50",5296.5,,,,
2282,1,Ideal,5,I,SI2,2,"4,842.50",4842.5,,,,
2496,1,Ideal,5,G,SI1,3,"5,296.50",5296.5,,,,
2831,1,Ideal,5,E,SI1,3,"5,296.50",5296.5,,,,
38,1,Premium,4,F,SI1,3,"5,138.40",5138.4,,,,
110,1,Premium,4,E,SI2,2,"4,684.40",4684.4,,,,
191,1,Premium,4,D,SI1,3,"5,138.40",5138.4,,,,
253,1,Premium,4,F,VS2,5,"6,046.40",6046.4,,,,
329,1,Premium,4,H,SI2,2,"4,684.40",4684.4,,,,
602,1,Premium,4,I,VS1,4,"5,592.40",5592.4,,,,
787,1,Premium,4,E,VS1,4,"5,592.40",5592.4,,,,
822,1,Premium,4,G,I1,1,"4,230.40",4230.4,,,,
1103,1,Premium,4,I,VS1,4,"5,592.40",5592.4,,,,
1190,1,Premium,4,I,SI2,2,"4,684.40",4684.4,,,,
1422,1,Premium,4,H,SI1,3,"5,138.40",5138.4,,,,
1429,1,Premium,4,F,SI1,3,"5,138.40",5138.4,,,,
1591,1,Premium,4,E,VS2,5,"6,046.40",6046.4,,,,
1599,1,Premium,4,E,SI2,2,"4,684.40",4684.4,,,,
1656,1,Premium,4,F,SI1,3,"5,138.40",5138.4,,,,
2136,1,Premium,4,H,SI1,3,"5,138.40",5138.4,,,,
2159,1,Premium,4,E,SI1,3,"5,138.40",5138.4,,,,
2423,1,Premium,4,H,SI2,2,"4,684.40",4684.4,,,,
2557,1,Premium,4,G,VS1,4,"5,592.40",5592.4,,,,
2568,1,Premium,4,E,VVS2,6,"6,500.40",6500.4,,,,
2669,1,Premium,4,F,SI1,3,"5,138.40",5138.4,,,,
2679,1,Premium,4,J,SI1,3,"5,138.40",5138.4,,,,
2768,1,Premium,4,F,VS2,5,"6,046.40",6046.4,,,,
2798,1,Premium,4,D,SI1,3,"5,138.40",5138.4,,,,
2947,1,Premium,4,G,SI2,2,"4,684.40",4684.4,,,,
2971,1,Premium,4,F,VS2,5,"6,046.40",6046.4,,,,
387,1,Very Good,3,D,VS2,5,"5,888.30",5888.3,,,,
397,1,Very Good,3,F,VS2,5,"5,888.30",5888.3,,,,
610,1,Very Good,3,H,SI2,2,"4,526.30",4526.3,,,,
682,1,Very Good,3,E,VVS2,6,"6,342.30",6342.3,,,,
748,1,Very Good,3,G,VS2,5,"5,888.30",5888.3,,,,
765,1,Very Good,3,I,SI2,2,"4,526.30",4526.3,,,,
806,1,Very Good,3,D,SI1,3,"4,980.30",4980.3,,,,
842,1,Very Good,3,E,IF,8,"7,250.30",7250.3,,,,
869,1,Very Good,3,F,SI2,2,"4,526.30",4526.3,,,,
911,1,Very Good,3,D,SI1,3,"4,980.30",4980.3,,,,
915,1,Very Good,3,F,SI1,3,"4,980.30",4980.3,,,,
928,1,Very Good,3,F,IF,8,"7,250.30",7250.3,,,,
967,1,Very Good,3,F,VS1,4,"5,434.30",5434.3,,,,
1200,1,Very Good,3,F,SI2,2,"4,526.30",4526.3,,,,
1420,1,Very Good,3,E,SI2,2,"4,526.30",4526.3,,,,
1464,1,Very Good,3,J,SI2,2,"4,526.30",4526.3,,,,
1517,1,Very Good,3,E,SI2,2,"4,526.30",4526.3,,,,
1630,1,Very Good,3,G,VVS2,6,"6,342.30",6342.3,,,,
1690,1,Very Good,3,E,VS2,5,"5,888.30",5888.3,,,,
1879,1,Very Good,3,G,SI1,3,"4,980.30",4980.3,,,,
2071,1,Very Good,3,I,VS1,4,"5,434.30",5434.3,,,,
2165,1,Very Good,3,F,SI2,2,"4,526.30",4526.3,,,,
2190,1,Very Good,3,E,SI2,2,"4,526.30",4526.3,,,,
2306,1,Very Good,3,D,SI2,2,"4,526.30",4526.3,,,,
2332,1,Very Good,3,F,SI1,3,"4,980.30",4980.3,,,,
2425,1,Very Good,3,H,SI1,3,"4,980.30",4980.3,,,,
2737,1,Very Good,3,E,VS2,5,"5,888.30",5888.3,,,,
2746,1,Very Good,3,F,IF,8,"7,250.30",7250.3,,,,
2887,1,Very Good,3,H,SI2,2,"4,526.30",4526.3,,,,
2955,1,Very Good,3,G,VS2,5,"5,888.30",5888.3,,,,
40,1,Good,2,J,SI1,3,"4,822.20",4822.2,,,,
121,1,Good,2,F,I1,1,"3,914.20",3914.2,,,,
141,1,Good,2,E,VVS2,6,"6,184.20",6184.2,,,,
491,1,Good,2,G,VS2,5,"5,730.20",5730.2,,,,
692,1,Good,2,E,SI1,3,"4,822.20",4822.2,,,,
1010,1,Good,2,G,SI1,3,"4,822.20",4822.2,,,,
1156,1,Good,2,F,SI1,3,"4,822.20",4822.2,,,,
1180,1,Good,2,E,VVS2,6,"6,184.20",6184.2,,,,
1458,1,Good,2,E,VS2,5,"5,730.20",5730.2,,,,
1566,1,Good,2,G,SI1,3,"4,822.20",4822.2,,,,
1608,1,Good,2,H,SI2,2,"4,368.20",4368.2,,,,
1626,1,Good,2,J,VS2,5,"5,730.20",5730.2,,,,
1826,1,Good,2,G,VS2,5,"5,730.20",5730.2,,,,
1868,1,Good,2,H,VVS2,6,"6,184.20",6184.2,,,,
2031,1,Good,2,E,SI2,2,"4,368.20",4368.2,,,,
2068,1,Good,2,D,SI1,3,"4,822.20",4822.2,,,,
2120,1,Good,2,F,SI1,3,"4,822.20",4822.2,,,,
2124,1,Good,2,D,VS2,5,"5,730.20",5730.2,,,,
2206,1,Good,2,H,VS1,4,"5,276.20",5276.2,,,,
2458,1,Good,2,E,SI2,2,"4,368.20",4368.2,,,,
85,1,Fair,1,E,SI2,2,"4,210.10",4210.1,,,,
836,1,Fair,1,I,VS1,4,"5,118.10",5118.1,,,,
2546,1,Fair,1,E,SI2,2,"4,210.10",4210.1,,,,
1763,0.97,Ideal,5,I,I1,1,"4,136.11",4136.11,,,,
1734,0.97,Premium,4,D,SI1,3,"4,886.01",4886.01,,,,
1161,0.96,Very Good,3,E,VS2,5,"5,551.78",5551.78,,,,
883,0.96,Fair,1,F,SI2,2,"3,873.58",3873.58,,,,
666,0.95,Ideal,5,H,SI1,3,"4,875.85",4875.85,,,,
1579,0.95,Ideal,5,G,VS2,5,"5,783.85",5783.85,,,,
1805,0.95,Ideal,5,E,SI2,2,"4,421.85",4421.85,,,,
145,0.95,Premium,4,E,SI2,2,"4,263.75",4263.75,,,,
1699,0.95,Premium,4,G,SI2,2,"4,263.75",4263.75,,,,
803,0.95,Very Good,3,E,SI2,2,"4,105.65",4105.65,,,,
1168,0.95,Very Good,3,G,VS1,4,"5,013.65",5013.65,,,,
2936,0.95,Very Good,3,J,VVS2,6,"5,921.65",5921.65,,,,
2484,0.95,Good,2,I,SI2,2,"3,947.55",3947.55,,,,
2700,0.95,Good,2,G,VVS2,6,"5,763.55",5763.55,,,,
1355,0.95,Fair,1,J,SI1,3,"4,243.45",4243.45,,,,
1229,0.94,Ideal,5,F,I1,1,"3,883.72",3883.72,,,,
1313,0.94,Ideal,5,F,SI2,2,"4,337.72",4337.72,,,,
1662,0.94,Ideal,5,D,SI2,2,"4,337.72",4337.72,,,,
1784,0.94,Ideal,5,D,SI1,3,"4,791.72",4791.72,,,,
826,0.94,Premium,4,E,SI1,3,"4,633.62",4633.62,,,,
688,0.94,Very Good,3,F,SI2,2,"4,021.52",4021.52,,,,
1092,0.94,Very Good,3,D,SI2,2,"4,021.52",4021.52,,,,
1644,0.94,Very Good,3,D,SI1,3,"4,475.52",4475.52,,,,
1693,0.93,Ideal,5,D,SI2,2,"4,253.59",4253.59,,,,
2380,0.93,Premium,4,G,VS2,5,"5,457.49",5457.49,,,,
796,0.93,Very Good,3,I,VS2,5,"5,299.39",5299.39,,,,
2988,0.93,Very Good,3,F,VS2,5,"5,299.39",5299.39,,,,
749,0.93,Good,2,G,SI2,2,"3,779.29",3779.29,,,,
1414,0.93,Good,2,G,SI1,3,"4,233.29",4233.29,,,,
108,0.92,Ideal,5,H,VS1,4,"5,077.46",5077.46,,,,
1658,0.92,Ideal,5,E,SI1,3,"4,623.46",4623.46,,,,
1959,0.92,Ideal,5,G,VS2,5,"5,531.46",5531.46,,,,
2707,0.92,Ideal,5,E,SI2,2,"4,169.46",4169.46,,,,
84,0.92,Premium,4,G,SI2,2,"4,011.36",4011.36,,,,
1967,0.92,Premium,4,F,SI2,2,"4,011.36",4011.36,,,,
2026,0.92,Premium,4,J,VS2,5,"5,373.36",5373.36,,,,
2651,0.92,Premium,4,F,SI2,2,"4,011.36",4011.36,,,,
1506,0.92,Very Good,3,D,SI1,3,"4,307.26",4307.26,,,,
1798,0.92,Very Good,3,F,SI1,3,"4,307.26",4307.26,,,,
2759,0.92,Very Good,3,D,SI1,3,"4,307.26",4307.26,,,,
469,0.92,Good,2,D,SI2,2,"3,695.16",3695.16,,,,
1369,0.92,Good,2,D,SI1,3,"4,149.16",4149.16,,,,
1941,0.92,Good,2,E,SI1,3,"4,149.16",4149.16,,,,
2167,0.92,Good,2,H,VS1,4,"4,603.16",4603.16,,,,
582,0.91,Ideal,5,J,VS1,4,"4,993.33",4993.33,,,,
1091,0.91,Ideal,5,G,VS1,4,"4,993.33",4993.33,,,,
1187,0.91,Ideal,5,G,SI2,2,"4,085.33",4085.33,,,,
251,0.91,Premium,4,G,SI2,2,"3,927.23",3927.23,,,,
276,0.91,Premium,4,F,SI2,2,"3,927.23",3927.23,,,,
457,0.91,Premium,4,G,SI1,3,"4,381.23",4381.23,,,,
1937,0.91,Premium,4,F,SI2,2,"3,927.23",3927.23,,,,
2129,0.91,Premium,4,E,SI1,3,"4,381.23",4381.23,,,,
2502,0.91,Premium,4,F,VS2,5,"5,289.23",5289.23,,,,
2515,0.91,Premium,4,H,VS2,5,"5,289.23",5289.23,,,,
2772,0.91,Premium,4,F,SI2,2,"3,927.23",3927.23,,,,
350,0.91,Very Good,3,D,SI1,3,"4,223.13",4223.13,,,,
524,0.91,Very Good,3,G,VS1,4,"4,677.13",4677.13,,,,
588,0.91,Very Good,3,I,VS2,5,"5,131.13",5131.13,,,,
684,0.91,Very Good,3,F,SI1,3,"4,223.13",4223.13,,,,
1077,0.91,Very Good,3,H,VS2,5,"5,131.13",5131.13,,,,
2093,0.91,Very Good,3,D,SI2,2,"3,769.13",3769.13,,,,
2312,0.91,Very Good,3,E,SI2,2,"3,769.13",3769.13,,,,
2736,0.91,Very Good,3,F,SI1,3,"4,223.13",4223.13,,,,
2757,0.91,Very Good,3,H,VS2,5,"5,131.13",5131.13,,,,
250,0.91,Good,2,G,SI2,2,"3,611.03",3611.03,,,,
859,0.91,Good,2,G,VS2,5,"4,973.03",4973.03,,,,
1935,0.91,Good,2,E,VS2,5,"4,973.03",4973.03,,,,
1707,0.91,Fair,1,H,SI2,2,"3,452.93",3452.93,,,,
321,0.9,Ideal,5,G,SI2,2,"4,001.20",4001.2,,,,
1066,0.9,Ideal,5,H,VS1,4,"4,909.20",4909.2,,,,
1133,0.9,Ideal,5,G,SI2,2,"4,001.20",4001.2,,,,
1146,0.9,Ideal,5,E,SI2,2,"4,001.20",4001.2,,,,
1613,0.9,Ideal,5,F,SI1,3,"4,455.20",4455.2,,,,
1782,0.9,Ideal,5,H,SI1,3,"4,455.20",4455.2,,,,
1795,0.9,Ideal,5,H,SI2,2,"4,001.20",4001.2,,,,
1848,0.9,Ideal,5,G,VVS1,7,"6,271.20",6271.2,,,,
2062,0.9,Ideal,5,G,SI1,3,"4,455.20",4455.2,,,,
2684,0.9,Ideal,5,J,SI1,3,"4,455.20",4455.2,,,,
2795,0.9,Ideal,5,G,VVS1,7,"6,271.20",6271.2,,,,
2804,0.9,Ideal,5,G,SI1,3,"4,455.20",4455.2,,,,
2901,0.9,Ideal,5,E,SI1,3,"4,455.20",4455.2,,,,
13,0.9,Premium,4,D,SI1,3,"4,297.10",4297.1,,,,
66,0.9,Premium,4,H,SI1,3,"4,297.10",4297.1,,,,
107,0.9,Premium,4,F,SI2,2,"3,843.10",3843.1,,,,
430,0.9,Premium,4,I,VS2,5,"5,205.10",5205.1,,,,
835,0.9,Premium,4,D,SI1,3,"4,297.10",4297.1,,,,
886,0.9,Premium,4,D,SI2,2,"3,843.10",3843.1,,,,
